year,title,type,season,actors
1975,日剧,秋,血疑,三浦友和 山口百惠 宇津井健
1993,日剧,秋,爱情白皮书,石田光 木村拓哉 西岛秀俊
1994,日剧,冬,爱没有明天,铃木保奈美
1994,日剧,秋,东京仙履奇缘,和久井映见 唐泽寿明
1995,日剧,春,典雅的人间三部曲,松隆子
1996,日剧,春,蜥蜴女孩,菅野美穗
1996,日剧,秋,我一個人住,常盘贵子 矢田亚希子 高桥克典
1997,日剧,冬,跳跃大搜查,织田裕二 柳叶敏郎 水野美纪
1997,日剧,夏,海滩男孩,竹野内丰 反町隆史 广末凉子
1997,日剧,春,别叫我总理,田村正和 铃木保奈美 佐藤蓝子
1999,日剧,春,魔女的条件,松岛菜菜子 泷泽秀明 黑木瞳
2000,日剧,春,池袋西口公园,长濑智也 加藤爱 洼冢洋介 山下智久
2001,日剧,冬,不平则鸣,常盘贵子 深津绘里 山下智久
2001,日剧,春,女婿大人,长濑智也 酒井法子
2002,日剧,冬,漂流教室,常盘贵子 山田孝之 山下智久
2002,日剧,夏,不需要爱的夏天,渡部笃郎 广末凉子
2002,日剧,秋,HR,香取慎吾 篠原涼子 酒井美纪 生濑胜久
2003,日剧,冬,永远在一起,伊藤英明 松隆子
2003,日剧,夏,StandUp,山下智久 成宫宽贵 小栗旬
2004,日剧,夏,人证,竹野内丰 大杉涟 夏川结衣 松下奈绪 堀北真希
2004,日剧,夏,水男孩2,市原隼人 石原里美 小池彻平
2004,日剧,夏,逃亡者,江口洋介 阿部宽 长泽雅美
2004,日剧,春,橙色岁月,妻夫木聪 柴崎幸 成宫宽贵 白石美帆 瑛太 上野树里
2004,日剧,春,离婚女律师,天海佑希 玉山铁二 佐佐木藏之介
2004,日剧,秋,Hotman,反町隆史 小西真奈美
2005,日剧,冬,H2,山田孝之 市川由衣 石原里美
2005,日剧,冬,不开心的基因,竹内结子 小田切让
2005,日剧,夏,一起加油吧,相武纱季 锦户亮
2005,日剧,夏,电车男,伊藤淳史 伊东美咲 速水重道
2005,日剧,春,牵绊的爱,市原隼人 绫濑遥 神木隆之介
2006,日剧,冬,Unfair,筱原凉子 瑛太
2006,日剧,冬,时效警察,小田切让 麻生久美子
2006,日剧,夏,PS罗生门,木村佳乃
2006,日剧,夏,恋爱补给品,伊东美咲 龟梨和也 瑛太 白石美帆
2006,日剧,春,勇气,龟梨和也 小栗旬
2006,日剧,秋,交响情人梦,上野树里 玉木宏 水川麻美 小出惠介 瑛太
2006,日剧,秋,水手服与机关枪,长泽雅美 小泉今日子 堤真一
2007,日剧,冬,敬启父亲大人,二宫和也 高岛礼子 黑木明纱 松重丰 高桥克实
2007,日剧,冬,派遣员的品格,筱原凉子 大泉洋 小泉孝太郎
2007,日剧,夏,向牛许愿,户田惠梨香 相武纱季
2007,日剧,夏,回归的时效警察,小田切让 麻生久美子
2007,日剧,夏,父女七日变,新垣结衣
2007,日剧,夏,结不了婚的男人,阿部宽 夏川结衣 国仲凉子
2007,日剧,春,七彩音和若波,松山研一
2007,日剧,春,开什么玩笑,织田裕二 上野树里
2007,日剧,春,诈欺游戏,松田翔太 户田惠梨香
2007,日剧,秋,歌姬,长濑智也 相武纱季
2007,日剧,秋,神探伽利略,福山雅治 柴崎幸
2008,日剧,冬,一磅的福音,龟梨和也 黑木明纱
2008,日剧,冬,没有玫瑰的花店,香取慎吾 八木优希 竹内结子 松田翔太 三浦友和
2008,日剧,夏,Code Blue1,山下智久 新垣结衣 户田惠梨香 比嘉爱未
2008,日剧,夏,魔王,大野智 生田斗真 吉濑美智子 田中圭
2008,日剧,-,笃姬,宫崎葵
2008,日剧,春,料理仙姬,苍井优 向井理 杉本哲太 余贵美子
2008,日剧,秋,藤子不二雄的并行空间,要润 长泽雅美 麻生久美子
2009,日剧,冬,亡者之声,生田斗真 瑛太 石原里美 田中圭 时任三郎
2009,日剧,夏,乌龙派出所,香取慎吾 香里奈 速水重道
2009,日剧,夏,华丽的间谍,长濑智也 深田恭子 杏
2009,日剧,夏,双头魔犬,锦户亮 泷泽秀明 水川麻美
2009,日剧,夏,粉红系男孩,夏帆 冈田将生 武井咲 桐谷美玲
2009,日剧,-,天地人,阿部宽 妻夫木聪 常盘贵子 高岛礼子
2009,日剧,春,BOSS,天海佑希 竹野内丰 户田惠梨香
2009,日剧,春,MR.BRAIN,木村拓哉 绫濑遥
2009,日剧,春,白色之春,阿部宽
2009,日剧,秋,不毛地带,唐泽寿明 小雪 多部未华子
2009,日剧,秋,东京狗,水嶋宏 小栗旬
2009,日剧,秋,仁医,大泽隆夫 中谷美纪 绫濑遥
2009,日剧,秋,密不可触,仲间由纪惠 要润
2009,日剧,秋,小公主萨拉,志田未来 林遣都 田边诚一 忽那汐里
2009,日剧,秋,真我霓裳,黑木瞳 香里奈
2010,日剧,冬,Code Blue2,山下智久 新垣结衣 户田惠梨香 比嘉爱未
2010,日剧,冬,决定不哭的日子,要润 荣仓奈奈 藤木直人
2010,日剧,冬,完美小姐进化论,龟梨和也 大政绚
2010,日剧,冬,正义代书战士,堀北真希 樱井翔
2010,日剧,夏,GOLD,天海佑希 反町隆史 长泽雅美 武井咲
2010,日剧,夏,十年后我依然爱你,上户彩 内野圣阳 木南晴夏
2010,日剧,夏,日本人不知道的日语,仲里依纱
2010,日剧,夏,萤之光2,藤木直人 绫濑遥
2010,日剧,夏,虹色夏恋,松本润 竹内结子
2010,日剧,夏,逃亡律师,上地雄辅 石原里美 北村一辉 矢田亚希子
2010,日剧,夏,钢之女,吉濑美智子 八木优希
2010,日剧,春,国税监察官,江口洋介 麻生久美子
2010,日剧,春,圈套外传~警部补·矢部谦三,生濑胜久
2010,日剧,春,我的家史,柴崎幸 长泽雅美 松本润
2010,日剧,春,新参者,阿部宽 香川照之 杏
2010,日剧,春,月之恋人,木村拓哉 林志玲 松田翔太 筱原凉子
2010,日剧,春,毕业之歌-毕业写真,志田未来 国仲凉子 长泽雅美
2010,日剧,秋,SPEC,户田惠梨香 加濑亮
2010,日剧,秋,和恶魔契约的女人,唐泽寿明 玉木宏
2010,日剧,秋,打工仔买房记,二宫和也 香里奈 井川遥 竹中直人
2010,日剧,秋,暗金丑岛君1,山田孝之
2010,日剧,秋,机器人女友Q10,前田敦子 佐藤健 高畑充希 莲佛美沙子 贺来贤人
2010,日剧,秋,流星,竹野内丰 上户彩
2010,日剧,秋,秘密,志田未来 佐佐木藏之介 本假屋唯香
2010,日剧,秋,黄金猪,大泉洋 筱原凉子
2011,日剧,冬,CONTROL~犯罪心理搜查,藤木直人 松下奈绪
2011,日剧,冬,外交官黑田康作,织田裕二 柴崎幸
2011,日剧,冬,是你教会了我重要的一切,三浦春马 武井咲 户田惠梨香
2011,日剧,冬,邻家美人,渡部笃郎 仲间由纪惠
2011,日剧,夏,不被原谅的搜查官,堺雅人 锦户亮 杏 大杉涟
2011,日剧,夏,全开女孩,新垣结衣 锦户亮 莲佛美沙子 药师丸博子 佐藤二朗
2011,日剧,夏,勇敢活下去,瑛太 满岛光 田中圭
2011,日剧,夏,唐吉坷德,松田翔太 内田有纪 成海璃子
2011,日剧,夏,胡桃屋,松下奈绪 井川遥 濑户康史
2011,日剧,春,BOSS2,天海佑希 竹野内丰
2011,日剧,春,一定要幸福,香取慎吾 黑木明纱 仲里依纱
2011,日剧,春,下流之宴,洼田正孝 黑木瞳 远藤宪一
2011,日剧,春,丧失名字的女神,杏 木村佳乃 尾野真千子
2011,日剧,春,仁医2,绫濑遥 中谷美纪
2011,日剧,春,养狗这件事,水川麻美 锦户亮
2011,日剧,春,明日香工高進行曲,武井咲 松坂桃李 贺来贤人 永山绚斗
2011,日剧,春,钢之女2,吉濑美智子 要润 齐藤工
2011,日剧,春,高护木的规矩,阿部隆史 户田爱菜 铃木福
2011,日剧,秋,REPLAY & DESTROY,山田孝之 林遣都
2011,日剧,秋,全职主妇侦探,深田恭子 藤木直人 桐谷健太 古田新太 石田百合子
2011,日剧,秋,兽医杜立德,小栗旬 井上真央 成宫宽贵
2011,日剧,秋,冢原卜传,堺雅人 栗山千明
2011,日剧,秋,南极大陆,木村拓哉 绫濑遥 香川照之 堺雅人
2011,日剧,秋,妖怪人贝姆,龟梨和也 杏 北村一辉
2011,日剧,秋,家政妇三田,松岛菜菜子 长谷川博己 相武纱季
2011,日剧,秋,无法恋爱的理由,香里奈 吉高由里子 大岛优子 田中圭 仓科加奈
2011,日剧,秋,爱的价格,伊藤英明 高岛礼子
2011,日剧,秋,蜜之味,荣仓奈奈 菅野美穗 井浦新 沟端淳平 木村文乃
2011,日剧,秋,还有第11人,神木隆之介 广末凉子 有村架纯
2012,日剧,冬,Lucky7,松岛菜菜子 松本润 瑛太 仲里依纱 大泉洋
2012,日剧,冬,倒数第二次恋爱,小泉今日子 中井贵一 长谷川京子 内田有纪
2012,日剧,冬,分身,长泽雅美
2012,日剧,冬,命运之人,木本雅弘 松隆子 真木阳子
2012,日剧,冬,恋爱NEET,仲间由纪惠 佐佐木藏之介 永山绚斗
2012,日剧,冬,摇滚王子东京店,向井理 国仲凉子 泷本美织 三浦翔平
2012,日剧,冬,最完美的人生终点,山下智久 反町隆史 荣仓奈奈
2012,日剧,冬,神圣的怪物们,中谷美纪 冈田将生 加藤爱 长谷川博己
2012,日剧,冬,草莓之夜,竹内结子 西岛秀俊
2012,日剧,夏,Rich.Man,小栗旬 石原里美 井浦新 相武纱季
2012,日剧,夏,东野圭吾推理集,唐泽寿明 广末凉子 松下奈绪 大杉涟 长泽雅美 妻夫木聪 波瑠
2012,日剧,春,35岁的高中生,米仓凉子 松冈茉优 菅田将晖 新川优爱
2012,日剧,春,6个陌生人,唐泽寿明 林保怡
2012,日剧,春,Legal High,堺雅人 新垣结衣 生濑胜久
2012,日剧,春,W的悲剧,武井咲 刚力彩芽 桐谷健太
2012,日剧,春,三色猫福尔摩斯的推理,相叶雅纪 藤木直人 大仓忠义 大政绚 泷本美织
2012,日剧,春,爸爸是偶像,锦户亮
2012,日剧,春,都市传说之女,竹中直人 长泽雅美
2012,日剧,春,青蛙公主,天海佑希 石田百合子 大岛优子
2012,日剧,春,黑板～与时代战斗的教师们,樱井翔 大岛优子 菅田将晖 野村周平 志田未来 松下奈绪
2012,日剧,秋,Doctor-X1～外科医 大门未知子,米仓凉子
2012,日剧,秋,MONSTERS,香取慎吾 山下智久
2012,日剧,秋,PRICELESS,木村拓哉 香里奈 中井贵一
2012,日剧,秋,东京全力少女,武井咲 渡部笃郎 市川由衣 比嘉爱未
2012,日剧,秋,独静加,夏帆 高桥一生
2012,日剧,秋,高中入试,长泽雅美
2013,日剧,冬,APOYAN奔跑国际机场,桐谷美玲 伊藤淳史 柳叶敏郎
2013,日剧,冬,小原别哭,长濑智也 麻生久美子
2013,日剧,冬,最完美的离婚,瑛太 尾野真千子 真木阳子 绫野刚
2013,日剧,冬,沙希,仲间由纪惠 三浦翔平 内田有纪
2013,日剧,夏,OhMyDad,织田裕二 长谷川京子
2013,日剧,夏,Starman这个星球上的恋爱,广末凉子 福士苍汰 小池荣子 有村架纯
2013,日剧,夏,SUMMER NUDE,山下智久 香里奈 户田惠梨香
2013,日剧,夏,半泽直树,堺雅人 香川照之 及川光博 泷藤贤一 上户彩
2013,日剧,夏,天魔出动,堂本刚 川口春奈 佐藤二朗
2013,日剧,夏,庶务二课2013,江角真纪子 本田翼
2013,日剧,夏,无名毒,小泉孝太郎 深田恭子 国仲凉子
2013,日剧,夏,没有钥匙的梦,仓科加奈 成海璃子 木村多江 高梨临 广末凉子
2013,日剧,春,云之阶梯,长谷川博己 木村文乃 稻森泉
2013,日剧,春,天气姐姐,武井咲 佐佐木希 佐佐木藏之介
2013,日剧,春,家族游戏,樱井翔 铃木保奈美
2013,日剧,春,幽灵女友,香取慎吾 杏 前田敦子
2013,日剧,春,最后的灰姑娘,筱原凉子 三浦春马 藤木直人
2013,日剧,春,深夜烘培坊,泷泽秀明 土屋太凤
2013,日剧,春,潜入侦探蜥蜴,松田翔太 莲佛美沙子
2013,日剧,春,飞翔情报室,新垣结衣 要润 绫野刚 矢部谦三
2013,日剧,春,鸭去京都-老字号旅馆的女老板日记,松下奈绪 椎名桔平
2013,日剧,秋,Doctor-X2～外科医 大门未知子,米仓凉子
2013,日剧,秋,Legal High2,堺雅人 新垣结衣 生濑胜久
2013,日剧,秋,东京风潮,龟梨和也 多部未华子
2013,日剧,秋,安堂机器人,木村拓哉 柴崎幸 大岛优子 桐谷健太
2013,日剧,秋,审判长！肚子饿了,佐藤二朗
2013,日剧,秋,数学女孩的恋爱事件簿,桥本爱 高良健吾
2013,日剧,秋,欢迎来到万事占卜阴阳屋,锦户亮 仓科加奈
2013,日剧,秋,段田凛～劳动基准监督官,竹内结子 松坂桃李
2013,日剧,秋,都市传说之女2,竹中直人 长泽雅美
2013,日剧,秋,飞行员小姐,堀北真希 相武纱季 齐藤工 樱庭奈奈美
2014,日剧,冬,地之盐,大泉洋 田中圭
2014,日剧,冬,失恋巧克力职人,松本润 石原里美 水川麻美 水原希子
2014,日剧,冬,我讨厌的侦探,刚力彩芽 玉木宏
2014,日剧,冬,战力外搜查官,武井咲
2014,日剧,冬,明天妈妈不在,芦田爱菜 铃木梨央 三浦翔平 木村文乃
2014,日剧,冬,暗金丑岛君2,山田孝之
2014,日剧,冬,紧急审讯室,天海佑希 速水重道
2014,日剧,冬,血之辙,谷原章介 原田泰造
2014,日剧,夏,Around30,坛蜜
2014,日剧,夏,ST红与白的搜查档案,藤原龙也 冈田将生 志田未来 洼田正孝
2014,日剧,夏,东京绯红～警视厅NS系,水川麻美 生瀬胜久
2014,日剧,夏,圣女,广末凉子 永山绚斗 莲佛美沙子
2014,日剧,夏,年轻人们2014,妻夫木聪 苍井优 瑛太 长泽雅美
2014,日剧,夏,昼颜～工作日下午3点的恋人们,上户彩 齐藤工 吉濑美智子 北村一辉
2014,日剧,夏,最后的家,桐谷美玲
2014,日剧,夏,父亲的背影,田村正和 松隆子 役所广司 满岛光 西田敏行
2014,日剧,夏,零之真实～监查医·松本真央,武井咲 真矢美纪
2014,日剧,春,BORDER,小栗旬 波瑠 古田新太
2014,日剧,春,FirstClass,沢尻绘理香 中丸雄一 佐佐木希 菜菜绪 板谷由夏
2014,日剧,春,LEADERS,佐藤浩市 香川照之
2014,日剧,春,以弱胜强,二宫和也 麻生久美子 福士苍汰 有村架纯
2014,日剧,春,决定性证据,香取慎吾 铃木保奈美 西内玛利亚 谷原章介 仓科加奈
2014,日剧,春,极恶乱暴者,尾野真千子 椎名桔平 仲里依纱 三浦友和
2014,日剧,春,死神君,大野智 桐谷美玲 菅田将晖 松重丰
2014,日剧,春,爱丽丝之棘,上野树里 小田切让 栗山千明 藤原纪香
2014,日剧,春,续倒数第二次恋爱,小泉今日子 中井贵一 长谷川京子 内田有纪
2014,日剧,春,罗斯福游戏,唐泽寿明 江口洋介 香川照之
2014,日剧,春,花咲舞不会沉默1,杏 上川隆也 生濑胜久
2014,日剧,春,银二贯,林遣都 松冈茉优 芦田爱菜
2014,日剧,春,马赛克日本,永山绚斗 高桥一生
2014,日剧,秋,DearSister,松下奈绪 石原里美
2014,日剧,秋,Doctor-X3～外科医 大门未知子,米仓凉子
2014,日剧,秋,SAKURA～听到事件的女人,仲间由纪惠 佐藤隆太
2014,日剧,秋,为了N,窪田正孝 荣仓奈奈
2014,日剧,秋,今天不上班,绫濑遥 福士苍汰 玉木宏
2014,日剧,秋,信长协奏曲,小栗旬 藤木直人 柴崎幸 山田孝之
2014,日剧,秋,全部成为F,武井咲 绫野刚
2014,日剧,秋,对不起青春,满岛光 锦户亮 永山绚斗 波瑠
2015,日剧,冬,SecondLove,龟梨和也 深田恭子
2015,日剧,冬,不完美的丈夫,玉木宏 仓科加奈
2015,日剧,冬,影子写手,中谷美纪  水川麻美 三浦翔平 奈奈绪
2015,日剧,冬,怪奇恋爱作战,麻生久美子
2015,日剧,冬,无间双龙,小栗旬 生田斗真 上野树里 吉田羊
2015,日剧,冬,某某妻,柴崎幸 东山纪之
2015,日剧,冬,流星旅行车,西岛秀俊 香川照之 井川遥
2015,日剧,冬,玻璃芦苇,相武纱季
2015,日剧,冬,约会,杏 长谷川博己 国仲凉子 中岛裕翔 松重丰
2015,日剧,冬,纯白,堀北真希 志田未来 高梨临
2015,日剧,冬,钱的战争,草剪刚 大岛优子 木村文乃 渡部笃郎
2015,日剧,冬,问题饭馆,真木阳子 东出昌大 高畑充希 松冈茉优 菅田将晖
2015,日剧,夏,予告犯,生田斗真 户田惠梨香 铃木亮平
2015,日剧,夏,全力青蛙,满岛光 前田敦子 药师丸博子
2015,日剧,夏,后卫山一证券最后的圣战,江口洋介 林遣都
2015,日剧,夏,年龄歧视,武井咲 小泉孝太郎 稻森泉 要润
2015,日剧,夏,恋仲,本田翼 福士苍汰 野村周平 山本美月 市川由衣 新川优爱
2015,日剧,夏,拿破仑之村,唐泽寿明 麻生久美子
2015,日剧,夏,死之脏器,小泉孝太郎
2015,日剧,夏,死亡笔记,洼田正孝 山崎贤人
2015,日剧,夏,民王,远藤宪一 菅田将晖 高桥一生 本假屋唯香
2015,日剧,夏,烟霞,高畑充希
2015,日剧,夏,石之茧,木村文乃
2015,日剧,夏,花咲舞不会沉默2,杏 上川隆也 矢部谦三
2015,日剧,春,伦太郎医生,堺雅人 苍井优 吉濑美智子
2015,日剧,春,医生们的恋爱故事,齐藤工 相武纱季 生濑胜久
2015,日剧,春,天使与恶魔～悬疑案件匿名交涉科,刚力彩芽 渡部笃郎
2015,日剧,春,妈妈游戏~她们的阶级,木村文乃 长谷川京子
2015,日剧,春,家的记忆,木村拓哉 上户彩 水野美纪 及川光博 西田敏行
2015,日剧,春,战斗吧书店少女,渡边麻友
2015,日剧,春,断了心弦,阿部隆史 水原希子 藤木直人 山口智子
2015,日剧,春,暗黑拌走者,松下奈绪 古田新太
2015,日剧,春,欢迎来我家,有村架纯 泽尻绘里香 相叶雅纪
2015,日剧,春,献给阿尔吉侬的花束,山下智久 洼田正孝 工藤阿须加 栗山千明
2015,日剧,秋,The Last Cop1,唐泽寿明 窪田正孝
2015,日剧,秋,Underwear,桐谷美玲
2015,日剧,秋,下町火箭,阿部宽 土屋太凤 真矢美纪
2015,日剧,秋,产科医鸿鸟,绫野刚 松冈茉优 星野源 吉田羊
2015,日剧,秋,伪装夫妇,天海佑希 泽村一树 内田有纪
2015,日剧,秋,天使心,上川隆也 三吉彩花 相武纱季
2015,日剧,秋,掟上今日子的备忘录,新垣结衣 冈田将生 及川光博
2015,日剧,秋,朝五晚九~帅气和尚爱上我,山下智久 石原里美 田中圭 速水重道 高梨临 纱荣子
2015,日剧,秋,武士老师,锦户亮 比嘉爱未 神木隆之介 黑岛结菜
2015,日剧,秋,熟女正青春,筱原凉子 吉濑美智子 谷原章介 江口洋介
2015,日剧,秋,警报：刑警·女友·完全恶女,奈奈绪 松坂桃李 木村文乃
2015,日剧,秋,遗产争族,向井理 荣仓奈奈 板谷由夏
2015,日剧,秋,阿南的小情人,中川大志 山本舞香
2016,日剧,冬,1925年的明智小五郎,满岛光
2016,日剧,冬,FRAGILE,长濑智也 武井咲 野村周平 小雪
2016,日剧,冬,Specialist,草剪刚 南果步 齐藤工
2016,日剧,冬,临床犯罪学者火村英生的推理,齐藤工 窪田正孝
2016,日剧,冬,回忆起这段恋情一定会哭泣吧,有村架纯 高良健吾 高桥一生
2016,日剧,冬,家庭的形式,香取慎吾 上野树里 西田敏行
2016,日剧,冬,澄和堇,桐谷美玲 松坂庆子 及川光博
2016,日剧,冬,直美和加奈子,内田有纪 广末凉子 佐藤隆太 吉田羊
2016,日剧,冬,精灵守护者1,绫濑遥
2016,日剧,冬,请与废柴的我恋爱,深田恭子 藤冈靛
2016,日剧,冬,请让我教您岳父,远藤宪一 渡部笃郎 莲佛美沙子 和久井映见 新川优爱
2016,日剧,冬,金融巨头最后决战,椎名桔平 桐谷健太
2016,日剧,夏,99刑事律师,松本润 香川照之 荣仓奈奈
2016,日剧,夏,Hope不被期待的新人,中岛裕翔 远藤宪一 山本美月
2016,日剧,夏,The Last Cop2,唐泽寿明 窪田正孝
2016,日剧,夏,卖房子的女人1,北川景子 工藤阿须加 千叶雄大
2016,日剧,夏,总理料理人,刚力彩芽 泷藤贤一 高桥一生 新川优爱
2016,日剧,夏,暗金丑岛君3,山田孝之
2016,日剧,夏,模仿犯,中谷美纪 坂口健太郎
2016,日剧,夏,毫无保留的爱,武井咲 泷泽秀明
2016,日剧,夏,火花,林遣都
2016,日剧,夏,营业部长吉良奈津子,松岛菜菜子 松田龙平 原田泰造 伊藤步
2016,日剧,夏,陷入爱情,长谷川京子
2016,日剧,夏,高考灰姑娘,川口春奈 小泉孝太郎
2016,日剧,春,不是结不了婚只是不想结婚,中谷美纪 藤木直人
2016,日剧,春,不落的太阳,上川隆也 夏川结衣 渡部笃郎 小泉孝太郎
2016,日剧,春,世界第一难的恋爱,大野智 波瑠 小池荣子
2016,日剧,春,奇迹之人,麻生久美子
2016,日剧,春,宽松世代又如何,冈田将生 松坂桃李 柳乐优弥
2016,日剧,春,快乐婚礼,藤冈靛 清野菜名 藤原纪香 篠田麻里子
2016,日剧,春,我的危险妻子,伊藤英明 木村佳乃 相武纱季 高桥一生
2016,日剧,春,极乐天使,福士苍汰 土屋太凤 铃木亮平
2016,日剧,秋,Career违规的警察署长,玉木宏 泷本美织
2016,日剧,秋,Chef三星校餐,天海佑希 川口春奈 小泉孝太郎
2016,日剧,秋,Doctor-X4～外科医 大门未知子,米仓凉子
2016,日剧,秋,IQ246~华丽事件簿,织田裕二 藤冈靛 土屋太凤 中谷美纪
2016,日剧,秋,代价,小栗旬 高梨临
2016,日剧,秋,公主小屋,森川葵 高桥一生
2016,日剧,秋,出租救世主,泽村一树 志田未来
2016,日剧,秋,嗅觉搜查官,阿部宽 香川照之 井川遥 板谷由夏
2016,日剧,秋,无痛~诊断之眼,西岛秀俊 伊藤淳史 伊藤英明
2016,日剧,秋,校阅女孩,石原里美 菅田将晖 本田翼
2016,日剧,秋,砂之塔~知道太多的邻居,菅野美穗 松岛菜菜子
2016,日剧,秋,逃跑可耻但管用,新垣结衣 星野源 石田百合子 大谷亮平
2017,日剧,冬,A LIFE～深爱之人,木村拓哉 竹内结子 松山研一 木村文乃 菜菜绪 及川光博
2017,日剧,冬,下克上考试,深田恭子 阿部隆史
2017,日剧,冬,东京白日梦女,吉高由里子 大岛优子 荣仓奈奈
2017,日剧,冬,乐园,仲间由纪惠 黑木瞳 夏帆
2017,日剧,冬,四重奏,松隆子 满岛光 松田龙平 高桥一生
2017,日剧,冬,妈妈，不当你的女儿可以吗,波瑠 齐藤由贵 柳乐优弥
2017,日剧,冬,求职家族,三浦友和 黑木瞳 前田敦子 工藤阿须加
2017,日剧,冬,江户川乱步集2,满岛光
2017,日剧,冬,精灵守护者2,绫濑遥 藤冈靛 真木阳子 坛蜜
2017,日剧,冬,被讨厌的勇气,香里奈 椎名桔平
2017,日剧,冬,谎言的战争,草剪刚 藤木直人 水原希子 大杉涟 山本美月
2017,日剧,冬,超级上班族左江内氏,堤真一 小泉今日子 岛崎遥香 贺来贤人
2017,日剧,夏,Code Blue3,山下智久 新垣结衣 户田惠梨香 比嘉爱未
2017,日剧,夏,伊藤君A到E,木村文乃 佐佐木希 志田未来 夏帆
2017,日剧,夏,侦探物语,瑛太 深田恭子
2017,日剧,夏,即便是爱也有秘密,福士苍汰 川口春奈 铃木保奈美 远藤宪一
2017,日剧,夏,塞茜尔的企图,真木阳子 吉濑美智子 中谷美纪 伊藤步 板谷由夏
2017,日剧,夏,对不起我爱你,长濑智也 坂口健太郎 吉冈里帆
2017,日剧,夏,彬与瑛,向井理 齐藤工
2017,日剧,夏,我家丈夫不会工作,锦户亮 松冈茉优 佐藤隆太 坛蜜
2017,日剧,夏,是我们干的,洼田正孝 永野芽郁 川荣李奈 三浦翔平 水川麻美
2017,日剧,夏,犯罪症候群2,玉山铁二 谷原章介 渡部笃郎
2017,日剧,夏,警视厅生物系,渡部笃郎 桥本环奈 三浦翔平
2017,日剧,夏,过保护的加穗子,高畑充希 竹内凉真 黑木瞳
2017,日剧,夏,黑革的手帖,武井咲 江口洋介 仲里依纱 泷藤贤一
2017,日剧,春,4号警备,洼田正孝 北村一辉 木村多江
2017,日剧,春,CRISIS 公安机动搜查队特搜班,小栗旬 西岛秀俊
2017,日剧,春,世上没有轻松的工作,真野惠里菜
2017,日剧,春,其实并不在乎你,波瑠 东出昌大 仲里依纱
2017,日剧,春,反转,户田惠梨香 藤原龙也 小池彻平
2017,日剧,春,命中注定的人,龟梨和也 木村文乃 山下智久
2017,日剧,春,成为母亲,泽尻绘里香 藤木直人 小池荣子 板谷由夏 中岛裕翔
2017,日剧,春,爱情败犬向前冲,高梨临 田中圭 土村芳
2017,日剧,春,贵族侦探,相叶雅纪 武井咲 生濑胜久
2017,日剧,秋,Doctor-X5～外科医 大门未知子,米仓凉子
2017,日剧,秋,下雨天你总是那么温柔,佐佐木希 玉山铁二
2017,日剧,秋,产科医鸿鸟2,绫野刚 松冈茉优 星野源 吉田羊
2017,日剧,秋,刑警弓神,浅野忠信 神木隆之介
2017,日剧,秋,只是先出生的我,樱井翔 苍井优
2017,日剧,秋,名片游戏,堤真一 冈田将生
2017,日剧,秋,太太请小心轻放,绫濑遥 西岛秀俊 广末凉子 本田翼
2017,日剧,秋,成人高中,三浦春马 黑木明纱 高桥克实
2017,日剧,秋,明日的约定,井上真央 仲间由纪惠
2017,日剧,秋,现在开始威胁你,武井咲 藤冈靛 岛崎遥香
2017,日剧,秋,监狱的公主殿下,小泉今日子 满岛光 菅野美穗 夏帆
2017,日剧,秋,石砾,江口洋介 佐藤浩市
2017,日剧,秋,陆王,役所广司 山崎贤人 竹内凉真 上白石萌音 光石研
2017,日剧,秋,预兆-散步侵略者,夏帆 东出昌大 染谷将太
2017,日剧,秋,黑色复仇,木村多江 佐藤二朗
2018,日剧,冬,99.9刑事律师 II,松本润 香川照之 木村文乃
2018,日剧,冬,anone,广濑铃 阿部隆史
2018,日剧,冬,FINAL.CUT,龟梨和也 藤木直人 栗山千明
2018,日剧,冬,UNNATURAL,石原里美 洼田正孝 井浦新 药师丸博子 松重丰
2018,日剧,冬,家族的旅途,泷泽秀明 远藤宪一
2018,日剧,冬,精灵守护者最终章,绫濑遥
2018,日剧,冬,致命之吻,门胁麦 山崎贤人 新木优子
2018,日剧,冬,贴身警卫,木村拓哉 江口洋介 上川隆也
2018,日剧,冬,邻家月更圆,松山研一 深田恭子
2018,日剧,冬,隐匿于冬,波瑠
2018,日剧,夏,GoodDoctor,上野树里 山崎贤人 藤木直人
2018,日剧,夏,侦探过早,泷藤贤一 广濑爱丽丝
2018,日剧,夏,删除,山田孝之 菅田将晖 麻生久美子
2018,日剧,夏,啦啦队之舞,土屋太凤 新木优子 小田切让
2018,日剧,夏,生存婚礼,波瑠 吉沢亮 生濑胜久
2018,日剧,夏,秃鹰,绫野刚 渡部笃郎 沢尻绘理香
2018,日剧,夏,绝对零度～未然犯罪潜入搜查,上户彩 泽村一树 本田翼
2018,日剧,夏,继母与女儿的蓝调,绫濑遥 竹野内丰 佐藤健 上白石萌歌
2018,日剧,夏,谢谢你在世界的角落找到我,松坂桃李 松本穗香
2018,日剧,夏,软饭男,洼田正孝 川口春奈
2018,日剧,夏,零一攫千金游戏,加藤成亮 间宫祥太朗
2018,日剧,春,Miss Devil 恶魔人事·椿真子,菜菜绪 木村佳乃
2018,日剧,春,信号-长期未结案件搜查班,坂口健太郎 吉濑美智子 北村一辉
2018,日剧,春,信用诈欺师JP,长泽雅美 东出昌大 小日向文世
2018,日剧,春,基督山伯爵,藤冈靛 山本美月
2018,日剧,春,悬崖边的酒店,户田惠梨香
